"","neighborhood","building_class_category","tax_class_at_present","building_class_at_present","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date","latitude","longitude"
"341","GREENWICH VILLAGE-WEST","22 STORE BUILDINGS","4","K4",3,1,4,1240,4660,1910,"4","K4",4.6e+07,2021-12-15,40.73727,-73.99724
"342","GREENWICH VILLAGE-WEST","22 STORE BUILDINGS","4","K4",1,3,4,1240,4660,1915,"4","K4",4.6e+07,2021-12-15,40.73729,-73.99721
"343","GREENWICH VILLAGE-WEST","22 STORE BUILDINGS","4","K1",0,1,1,2480,2400,1940,"4","K1",4.6e+07,2021-12-15,40.73715,-73.9973
"344","GREENWICH VILLAGE-WEST","22 STORE BUILDINGS","4","K4",1,1,2,1170,4400,1890,"4","K4",7500000,2022-03-02,40.73562,-74.00667
"345","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A5",1,0,1,1639,3200,1899,"1","A5",2257500,2022-07-28,40.80602,-73.9458
"346","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","S1",1,1,2,1700,9700,1910,"1","S1",6995000,2022-08-18,40.80697,-73.94211
"347","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,682,1512,1899,"1","A9",1700000,2022-05-02,40.80165,-73.93862
"348","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A5",1,0,1,2018,4788,1920,"1","A5",953082,2022-08-10,40.80637,-73.94767
"349","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1917,4300,1920,"1","A4",4275000,2022-01-12,40.80624,-73.94736
"350","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1465,2939,1910,"1","A4",2850000,2021-11-12,40.81283,-73.94421
"351","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1782,3592,1899,"1","A9",10,2022-03-11,40.8179,-73.94247
"352","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1699,3620,1910,"1","A9",2250000,2022-04-05,40.81797,-73.94265
"353","HARLEM-CENTRAL","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1242,4112,1901,"1","A9",2295000,2022-06-21,40.81751,-73.94254
"354","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,2392,5512,1909,"1","B9",6350000,2022-04-06,40.80607,-73.94497
"355","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1798,2700,1909,"1","B1",1955000,2022-07-20,40.80643,-73.94065
"356","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1665,3554,1910,"1","B1",2400000,2022-04-26,40.81046,-73.94631
"357","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1664,3068,2001,"1","B1",2e+06,2022-06-13,40.81086,-73.94468
"358","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B2",2,0,2,1665,4220,2017,"1","B2",3450000,2021-12-15,40.81165,-73.94339
"359","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1872,2889,1890,"1","B1",2475000,2022-06-10,40.81195,-73.94318
"360","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1665,3060,1921,"1","B1",890000,2022-01-26,40.81552,-73.94252
"361","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1699,4098,1910,"1","B9",3200000,2022-09-27,40.81407,-73.94714
"362","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1749,3400,1899,"1","B1",1700000,2022-03-31,40.81646,-73.94481
"363","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1749,2763,1920,"1","B9",2e+06,2022-03-21,40.81677,-73.94549
"364","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B3",2,0,2,1799,4128,1899,"1","B3",2775000,2022-01-10,40.81671,-73.94346
"365","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B3",2,0,2,1158,3360,1899,"1","B3",80000,2022-04-14,40.80927,-73.95405
"366","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B3",2,0,2,1664,3200,1910,"1","B3",15000,2022-06-01,40.81755,-73.94646
"367","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B3",2,0,2,1665,3200,1910,"1","B3",25000,2021-12-15,40.81755,-73.94646
"368","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B3",2,0,2,1665,3200,1910,"1","B3",25000,2021-12-02,40.81755,-73.94646
"369","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","S2",2,1,3,3196,4480,1910,"1","S2",3725000,2022-08-04,40.81785,-73.94326
"370","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1699,3536,1901,"1","B1",2915500,2021-11-30,40.81864,-73.94614
"371","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1472,3400,1901,"1","B9",2999999,2021-11-19,40.81867,-73.94623
"372","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1666,3336,1901,"1","B1",2425000,2022-07-25,40.82245,-73.9447
"373","HARLEM-CENTRAL","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1216,2618,1901,"1","B9",10,2022-05-17,40.82292,-73.94399
"374","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2275,3040,1909,"1","C0",2800000,2022-04-07,40.8034,-73.94539
"375","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2018,3354,1909,"1","C0",4500000,2022-09-15,40.80442,-73.94693
"376","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1873,2418,1909,"1","C0",2250000,2022-08-01,40.80847,-73.94352
"377","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1741,2406,1909,"1","C0",1975000,2022-06-28,40.80815,-73.94382
"378","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1799,2700,1909,"1","C0",2500000,2022-01-07,40.80828,-73.94311
"379","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2498,3300,1910,"1","C0",1019360,2022-05-23,40.80878,-73.93851
"380","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2001,3764,2002,"1","C0",10,2022-04-27,40.80214,-73.94249
"381","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1224,2250,1900,"1","C0",2400000,2022-09-07,40.80876,-73.93875
"382","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2119,1480,1998,"1","C0",985500,2022-02-18,40.80374,-73.95111
"383","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1817,3744,1899,"1","C0",2600000,2022-04-13,40.80515,-73.94956
"384","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1682,4103,1910,"1","C0",3345000,2021-11-08,40.80527,-73.94984
"385","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2000,4400,1920,"1","C0",1419950,2022-03-24,40.80582,-73.94924
"386","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1875,4012,1910,"1","C0",1400000,2021-11-23,40.80648,-73.94791
"387","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2018,4000,1910,"1","C0",3e+06,2022-06-23,40.80635,-73.94759
"388","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2498,3680,2000,"1","C0",1150000,2022-01-25,40.81124,-73.94529
"389","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1873,3600,1910,"1","C0",2450000,2021-12-20,40.81163,-73.94519
"390","HARLEM-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2048,3128,2000,"1","C0",2100000,2021-12-22,40.81413,-73.94346
"391","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C5",8,0,8,2018,5200,1909,"2","C5",1350000,2021-11-30,40.80317,-73.94783
"392","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1615,2541,1909,"2","C3",1275000,2022-03-30,40.80348,-73.94759
"393","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1716,3536,1909,"2","C3",2200000,2021-12-02,40.80353,-73.94768
"394","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,915,1614,1909,"2","C3",1500000,2021-11-05,40.80293,-73.9455
"395","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",17,0,17,2022,5550,1909,"2","C5",1500000,2022-08-17,40.80472,-73.9459
"396","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,2081,2548,1909,"2","C3",2250000,2022-05-02,40.80793,-73.94344
"397","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",11,0,11,1666,2751,1909,"2","C5",575348,2022-05-31,40.80749,-73.94227
"398","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",2510,2022-06-09,40.81002,-73.94265
"399","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",178500,2022-07-18,40.81002,-73.94265
"400","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4996,21006,1910,"2","C1",2510,2022-05-17,40.81002,-73.94265
"401","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",160100,2022-09-27,40.81002,-73.94265
"402","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",140000,2022-07-21,40.81002,-73.94265
"403","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",178500,2022-07-13,40.81002,-73.94265
"404","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4996,21006,1910,"2","C1",16756059,2022-05-10,40.81012,-73.94259
"405","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4996,21006,1910,"2","C1",16756059,2022-05-10,40.8099,-73.94211
"406","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",160100,2022-08-02,40.80992,-73.94209
"407","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",2510,2022-06-09,40.80992,-73.94209
"408","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4995,21006,1910,"2","C1",178500,2022-09-08,40.80992,-73.94209
"409","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,4996,21006,1910,"2","C1",2510,2022-05-17,40.80992,-73.94209
"410","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",22,0,22,4138,17280,1910,"2","C1",16756059,2022-05-10,40.80978,-73.94179
"411","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",22,0,22,4138,17280,1910,"2","C1",2510,2022-05-17,40.80979,-73.94179
"412","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",22,0,22,4137,17280,1910,"2","C1",2510,2022-06-09,40.80979,-73.94179
"413","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",22,0,22,4137,17280,1910,"2","C1",160100,2022-10-04,40.80979,-73.94179
"414","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",22,0,22,4137,17280,1910,"2","C1",160100,2022-07-15,40.80979,-73.94179
"415","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,2497,3531,1909,"2","C3",3850000,2022-07-22,40.80963,-73.94074
"416","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C2",5,0,5,1998,4072,1910,"2","C2",1350000,2022-05-10,40.81046,-73.94154
"417","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C7",7,1,8,1681,6048,1930,"2","C7",6e+06,2022-09-08,40.80577,-73.93997
"418","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",12,2,14,3314,11920,1930,"2","C7",6e+06,2022-09-08,40.80571,-73.93989
"419","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1998,3460,1909,"2","C3",1e+06,2022-01-25,40.80582,-73.93917
"420","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C4",15,0,15,3497,15885,1926,"2","C4",1.8e+07,2021-11-19,40.80899,-73.938
"421","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",16,2,18,4037,13800,1910,"2","C7",5700000,2022-01-19,40.80217,-73.95069
"422","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",18,2,20,4099,19475,1920,"2","C7",3.2e+07,2022-07-28,40.80384,-73.95154
"423","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1800,2952,1920,"2","C3",2922000,2021-12-01,40.80469,-73.95041
"424","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C7",9,1,10,2792,13400,1920,"2","C7",3.2e+07,2022-07-28,40.80489,-73.95079
"425","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C4",15,0,15,4350,15950,1910,"2","C4",440000,2022-05-13,40.80725,-73.94911
"426","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1681,4070,1910,"2","C3",2700000,2022-06-01,40.80933,-73.94657
"427","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C4",16,0,16,3747,10348,1910,"2","C4",4700000,2022-03-04,40.81049,-73.94642
"428","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1998,5207,1910,"2","C3",10,2022-08-01,40.81037,-73.94426
"429","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",11,0,11,1873,2842,1910,"2","C5",1176277,2022-03-08,40.81191,-73.94397
"430","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C5",4,0,4,1873,2814,1910,"2","C5",2088000,2022-01-25,40.81188,-73.94393
"431","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",11,0,11,1664,2799,1910,"2","C5",1100000,2022-09-21,40.81515,-73.94169
"432","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1665,2250,1915,"2","C3",957500,2022-05-19,40.81548,-73.9424
"433","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",25,3,28,7515,17539,1910,"2","C7",3.2e+07,2022-07-28,40.80491,-73.95188
"434","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C4",9,1,10,2499,8747,1910,"2","C4",3.2e+07,2022-07-28,40.80506,-73.95171
"435","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C7",9,1,10,2491,8702,1900,"2","C7",3.2e+07,2022-07-28,40.80516,-73.95157
"436","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",20,0,20,2523,9100,1910,"2","C5",3500000,2022-01-14,40.80592,-73.95341
"437","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C5",6,0,6,1699,3264,1910,"2","C5",75000,2022-03-15,40.81102,-73.94977
"438","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",11,0,11,1498,2880,1910,"2","C5",1850000,2022-07-28,40.81113,-73.94984
"439","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1498,2880,1910,"2","C3",2146222,2022-09-16,40.8111,-73.94979
"440","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",11,0,11,1799,2730,1910,"2","C5",1305000,2022-01-18,40.8136,-73.94704
"441","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C4",89,23,112,19983,78085,1910,"2","C4",3.2e+07,2022-07-28,40.81455,-73.9476
"442","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C1",8,0,8,2498,9410,1910,"2","C1",280000,2022-01-31,40.81587,-73.9445
"443","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",11,0,11,1664,2499,1910,"2","C5",1200000,2022-06-21,40.81629,-73.94437
"444","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1548,4247,1910,"2","C3",1775000,2022-09-29,40.81736,-73.94502
"445","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C5",8,0,8,1816,2751,1901,"2","C5",1450000,2022-01-05,40.80658,-73.95687
"446","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C1",10,0,10,2523,9400,1901,"2","C1",465000,2022-01-07,40.80857,-73.95364
"447","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2090,8010,1901,"2","C4",2989081,2022-06-30,40.81041,-73.95433
"448","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2082,7985,1901,"2","C4",2989081,2022-06-30,40.81039,-73.95447
"449","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2156,8280,1901,"2","C4",2989081,2022-06-30,40.8103,-73.95445
"450","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2498,9865,1910,"2","C4",10,2022-03-30,40.81218,-73.95245
"451","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C1",10,0,10,2923,11395,1901,"2","C1",10,2022-03-30,40.8153,-73.94855
"452","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,3063,9980,1910,"2","C4",3225000,2021-11-09,40.81459,-73.94897
"453","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C4",19,0,19,2781,10705,1910,"2","C4",2550000,2022-01-04,40.81851,-73.94
"454","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",11,0,11,1898,5340,1910,"2","C5",2060000,2021-11-30,40.81747,-73.94419
"455","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1898,4172,1920,"2","C3",1350000,2022-05-31,40.81896,-73.94414
"456","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C5",10,0,10,1914,4163,1926,"2","C5",10,2022-07-15,40.81831,-73.94235
"457","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",16,2,18,3992,17904,1921,"2","C7",3.2e+07,2022-07-28,40.82229,-73.94198
"458","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",16,1,17,3992,17904,1921,"2","C7",3.2e+07,2022-07-28,40.82236,-73.94188
"459","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",22,2,24,4496,20008,1920,"2","C7",3.2e+07,2022-07-28,40.82213,-73.94173
"460","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",12,0,12,3746,12787,1921,"2","C1",133250,2022-06-08,40.82357,-73.93905
"461","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",18,0,18,4243,20484,1910,"2","C1",8455851,2022-06-30,40.82685,-73.93998
"462","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",17,0,17,4243,17568,1910,"2","C1",8455851,2022-06-30,40.82669,-73.94009
"463","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C1",10,0,10,1897,7580,1910,"2","C1",8455851,2022-06-30,40.82728,-73.93928
"464","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",22,2,24,4200,19956,1920,"2","C7",8455851,2022-06-30,40.82751,-73.93892
"465","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",11,0,11,3723,13500,1910,"2","C1",8455851,2022-06-30,40.82844,-73.93891
"466","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2625,9595,1910,"2","C4",8455851,2022-06-30,40.8285,-73.93882
"467","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C1",7,0,7,2000,3600,1910,"2","C1",2200000,2022-01-21,40.82315,-73.94694
"468","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C2",5,0,5,2450,5970,1920,"2","C2",4500000,2022-03-16,40.82291,-73.94606
"469","HARLEM-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1898,3952,1920,"2","C3",2754150,2022-04-01,40.8239,-73.94603
"470","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",49,9,58,11490,46200,1900,"2","D7",21224649,2022-07-12,40.80704,-73.94327
"471","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",155,1,156,81740,194030,1997,"2","D7",580000,2022-10-19,40.80457,-73.94108
"472","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",155,1,156,81741,194030,1997,"2","D7",450000,2021-11-12,40.80457,-73.94108
"473","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",155,1,156,81741,194030,1997,"2","D7",470000,2021-11-24,40.80457,-73.94108
"474","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",155,1,156,81740,194030,1997,"2","D7",585000,2022-10-11,40.80457,-73.94108
"475","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",155,1,156,81740,194030,1997,"2","D7",560000,2022-10-11,40.80457,-73.94108
"476","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D9",40,1,41,11990,59269,1921,"2","D9",20000,2022-09-19,40.80723,-73.94136
"477","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D9",40,1,41,11990,59269,1921,"2","D9",4672,2022-03-31,40.80723,-73.94136
"478","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D3",18,0,18,4995,21588,1920,"2","D3",475000,2022-08-04,40.80779,-73.93822
"479","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D5",39,0,39,7994,27176,1926,"2","D5",1.8e+07,2021-11-19,40.80923,-73.93778
"480","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D1",161,0,161,50710,154962,1981,"2","D1",47394167,2021-12-30,40.80099,-73.95068
"481","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",31,6,37,10091,45786,1920,"2","D7",138000,2022-07-14,40.80162,-73.9504
"482","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",32,1,33,7569,37491,2005,"2","D7",6298452,2022-05-11,40.80395,-73.95474
"483","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",32,2,34,4678,23746,1910,"2","D7",14336540,2022-04-29,40.80868,-73.94518
"484","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D1",54,0,54,11489,60347,1903,"2","D1",327000,2022-07-08,40.81781,-73.93917
"485","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D1",54,0,54,11489,60347,1903,"2","D1",335000,2022-09-23,40.81781,-73.93917
"486","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D1",54,0,54,11490,60347,1903,"2","D1",250,2022-03-31,40.81781,-73.93917
"487","HARLEM-CENTRAL","08 RENTALS - ELEVATOR APARTMENTS","2","D1",25,0,25,4500,21342,1920,"2","D1",6300000,2022-04-27,40.82239,-73.94349
"488","HARLEM-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1382,3240,1910,"2","S3",2550000,2022-07-18,40.80734,-73.93774
"489","HARLEM-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1382,3240,1910,"2","S3",2550000,2022-07-18,40.80738,-73.9377
"490","HARLEM-CENTRAL","22 STORE BUILDINGS","4","K4",0,1,1,1600,4180,1909,"4","K4",2100000,2022-05-16,40.80495,-73.94718
"491","HARLEM-CENTRAL","22 STORE BUILDINGS","4","K4",3,1,4,1998,8834,1910,"4","K4",2780000,2021-12-21,40.80718,-73.94339
"492","HARLEM-CENTRAL","22 STORE BUILDINGS","4","K2",0,2,2,3997,6834,1910,"4","K2",5050000,2022-05-05,40.82186,-73.94028
"493","HARLEM-CENTRAL","22 STORE BUILDINGS","4","K2",0,2,2,2498,4175,1930,"4","K2",5050000,2022-05-05,40.82187,-73.94037
"494","HARLEM-CENTRAL","32 HOSPITAL AND HEALTH FACILITIES","4","I5",0,1,1,10017,22922,1973,"4","I5",14583682,2022-08-18,40.8234,-73.9395
"495","HARLEM-CENTRAL","35 INDOOR PUBLIC AND CULTURAL FACILITIES","4","P2",0,1,1,3784,4976,1910,"4","P2",3100000,2022-06-02,40.80738,-73.94706
"496","HARLEM-CENTRAL","37 RELIGIOUS FACILITIES","4","M1",0,1,1,1740,3825,1910,"4","M1",1100000,2022-06-03,40.81041,-73.94049
"497","HARLEM-CENTRAL","37 RELIGIOUS FACILITIES","4","M1",0,2,2,900,2952,1910,"4","M1",1274000,2022-02-24,40.8054,-73.95682
"498","HARLEM-CENTRAL","37 RELIGIOUS FACILITIES","4","M2",0,1,1,900,2160,1800,"4","M2",1274000,2022-02-24,40.80536,-73.95685
"499","HARLEM-CENTRAL","37 RELIGIOUS FACILITIES","4","M1",0,1,1,5610,5015,1926,"4","M1",9e+06,2022-09-13,40.82,-73.94549
"500","HARLEM-CENTRAL","38 ASYLUMS AND HOMES","4","N2",0,1,1,6442,28460,1928,"4","N2",23075000,2021-12-21,40.82078,-73.93862
"501","HARLEM-EAST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,846,3017,1925,"1","A4",4556900,2022-07-11,40.78713,-73.95149
"502","HARLEM-EAST","02 TWO FAMILY DWELLINGS","1","B3",2,0,2,1681,3000,1901,"1","B3",1176500,2022-09-06,40.79624,-73.93654
"503","HARLEM-EAST","02 TWO FAMILY DWELLINGS","1","S2",2,1,3,1673,2887,1901,"1","S2",454000,2022-10-20,40.7985,-73.93634
"504","HARLEM-EAST","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1682,3000,1899,"1","B1",1073162,2022-05-16,40.79774,-73.93222
"505","HARLEM-EAST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2100,3600,2000,"1","C0",1995000,2021-12-28,40.8016,-73.94509
